brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1075,Caldera Brewing Company,1109005792,3.5,4,4,Redrover,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1318562278,4,4,4,Klym,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1318486605,4,4.5,4,BerkeleyBeerMan,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1317776598,4,4,3.5,9InchNails,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1317431717,4.5,4,4,kingjames1,American IPA,4,5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1317178404,4,4.5,4,Hopfenpeter,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1316813352,4,4,4,Tucquan,American IPA,3.5,4,Caldera IPA,6.1,10784
14879,Hoppin' Frog Brewery,1233471180,4,4,4,Ummagum,American IPA,4,4,Hoppin' To Heaven IPA,6.8,33624
1075,Caldera Brewing Company,1315516058,4,4,4,ReelBigwigFish,American IPA,4.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1314517713,4,4.5,4,peabody,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1313448304,4,4.5,4,dcloeren,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1313273446,4,4.5,4,jeff1973,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1312779370,4,4,4,BrewerB,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1312752768,4,3.5,4,KMcG,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1312692710,4.5,4,4,unionturf,American IPA,4.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1312522547,3.5,3.5,4,LSUPT,American IPA,5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1312467418,3,3,4,sendsilk,American IPA,3,3,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1312389903,4,4.5,4,NStLincoln,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1312297641,3.5,4,4,harrymel,American IPA,3,3,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1311635580,3,3.5,3.5,Phelps,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1311383775,3,3.5,4,Alieniloquium,American IPA,3,3,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1309654508,3.5,3.5,3.5,HopDiggityDawg,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1309289930,4.5,4.5,3.5,CuttDeez,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1309232053,4,4.5,4,Knapp85,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1309206819,4.5,4.5,4,SaCkErZ9,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1309197215,4.5,4,4.5,Jenkster4,American IPA,4.5,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1309012596,3,3.5,4,tone77,American IPA,3.5,3,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1308806158,4,3.5,3.5,litheum94,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1308360223,4,3.5,4,Yagman3000,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1308258538,4,4.5,4.5,cbros,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1295051076,4,3.5,4,cbak999,American IPA,4,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1308197572,3,3.5,4,seeswo,American IPA,3.5,3,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1307823635,4,4,4.5,Georgiabeer,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1307540830,4,4,4,oberon,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1307414867,4,3.5,4.5,IronLover,American IPA,4,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1307227322,4.5,4.5,3,chocosushi,American IPA,4,5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1307191996,4,4,4,Thorpe429,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1307107975,3,3,4,tripelhops,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1306993015,4.5,5,4,Schmit,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1306940546,4,3,4,beagle75,American IPA,4,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1267323401,4,4,4,cswhitehorse,American IPA,4,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1306711927,3.5,3,4.5,biglobo8971,American IPA,3.5,3,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1306544792,3.5,4,4,NWer,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1306213612,4,4,4,Dope,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1306002194,4,4,4,seans86,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1305514937,4,4.5,5,chugalug06,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1305509552,4.5,4,4.5,JCaweinstein,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1305416445,4,4,4.5,bluejacket74,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1305234074,4,4,4,felipe2toes,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1305154329,4.5,5,4,Nugganooch,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1304497206,4,4,4,MaltsOfGlory,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1304395617,4.5,4,4.5,robbrandes,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1304241876,4,4,4,rootbeerman,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1303877384,4,4,3.5,dubinsky,American IPA,4,5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1303603331,4,4,5,TheSarge,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1303345928,3.5,3,4,thebeerisgood,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1303342207,4.5,4,5,richkrull,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1302758157,4,4,4,colts9016,American IPA,4,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1312710063,4,4,4,MTNboy,American Amber / Red Ale,4,4.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1302406558,4,4.5,4,shand,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1302373074,4.5,4,4.5,haddon,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1300254593,4,4,4.5,FosterJM,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1300226155,4.5,4.5,4,itsfreeasinbeer,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1299990272,4,3.5,3,generalnotsew,American IPA,3,2.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1299614816,4,4.5,4,betsona,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1299470163,4,4,4.5,whatthehull,American IPA,4,4.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1299091519,4.5,3.5,4,Scotchboy,American IPA,3.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1298841962,4,3.5,4,StoneTSR,American IPA,4.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1298434789,4,4,4,notchucknorris,American IPA,4.5,3.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1298238484,4.5,4,4,portia99,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1297990589,4,3.5,4,u2carew,American IPA,4,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1297564790,3,2.5,3,goldbot,American IPA,3,2.5,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1297138774,4,3.5,4,Crabbicuss,American IPA,3.5,4,Caldera IPA,6.1,10784
1075,Caldera Brewing Company,1325439672,4,4,4,Rifugium,American Porter,3.5,4,Coconut Porter,9.5,76963
1075,Caldera Brewing Company,1316025300,4,4,4,Beerandraiderfan,American Amber / Red Ale,4,4,Dry Hop Orange,5.6,23290
1075,Caldera Brewing Company,1256588802,4,4.5,4,Bliss,American Amber / Red Ale,4.5,4.5,Dry Hop Orange,5.6,23290
7345,Kirner Bier,1271519793,4,3,3.5,soju6,German Pilsener,4,4,Kirner Pils Premium,4.8,49803
1075,Caldera Brewing Company,1186464845,4,4,4,css82420,American Amber / Red Ale,3.5,4,Dry Hop Orange,5.6,23290
1075,Caldera Brewing Company,1178240189,4,4,4,msubulldog25,American Amber / Red Ale,3.5,4,Dry Hop Orange,5.6,23290
1075,Caldera Brewing Company,1120893092,3.5,3.5,3.5,Reidrover,American Amber / Red Ale,3,3.5,Dry Hop Orange,5.6,23290
1075,Caldera Brewing Company,1114161035,3.5,3.5,3,charlatan,American Amber / Red Ale,3.5,3.5,Dry Hop Orange,5.6,23290
1075,Caldera Brewing Company,1260673921,4,4,4,plaid75,American IPA,4,4,Alpha Beta,,54723
1075,Caldera Brewing Company,1100741619,3,4,4,RedDiamond,German Pilsener,3,3,Caldera Pilsener Bier,5.2,3274
1075,Caldera Brewing Company,1017782385,4.5,4,5,venneman,German Pilsener,4,4.5,Caldera Pilsener Bier,5.2,3274
1075,Caldera Brewing Company,1281555381,2.5,3.5,3,cbarrett4,Fruit / Vegetable Beer,2.5,3,Hibiscus Ginger Beer,4.7,60951
1075,Caldera Brewing Company,1185477411,3.5,3.5,3,ccrida,Fruit / Vegetable Beer,4,3.5,Exotic Erotic Passion Fruit Ale,5,37917
1075,Caldera Brewing Company,1323451554,4,4,4.5,beer2day,American IPA,4.5,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1297656954,3.5,3.5,3.5,cjgator3,American IPA,3.5,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1321942858,4,4.5,4,whatthehull,American IPA,4,4.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1318649689,4,3,3.5,Satchboogie,American IPA,3.5,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1318236286,1.5,2,3,barleywinefiend,American IPA,1.5,1.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1317341123,3.5,3,4.5,titosupertramp,American IPA,4,3.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1314752908,3.5,3.5,4.5,oberon,American IPA,4,3.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1314669662,4,2,4,nc41,American IPA,4,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1314460181,4,3.5,4,flexabull,American IPA,4.5,3.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1314397307,3,3.5,4,FanofHefe,American IPA,3.5,3,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1314048849,3,3,4,Tilley4,American IPA,3.5,3,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1311721690,4,4,4,Knapp85,American IPA,4,3.5,Hopportunity Knocks,6.8,56071
163,Amstel Brouwerij B. V.,1264904623,3.5,2.5,3.5,brownbeer,Light Lager,3,3,Amstel Light,3.5,436
1075,Caldera Brewing Company,1311117145,3.5,3.5,4,brentk56,American IPA,4,3.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1309310405,3,3,3.5,TheWhiskerReview,American IPA,3.5,3,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1309057163,3.5,3.5,3.5,NorCalYeti,American IPA,3.5,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1306967955,2,3,3.5,Alieniloquium,American IPA,2,2,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1305780859,3,3.5,4,mactrail,American IPA,3.5,3,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1301344172,3.5,3,4,beagle75,American IPA,4,3,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1298328395,3,3,4,CliffBrake,American IPA,3.5,3,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1298042864,2,2,4,ggroller,American IPA,3,2,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1297913790,4,4,4,Rutager,American IPA,4,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1297108013,4,4,3.5,Reidrover,American IPA,4,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1292893578,3.5,4,4,GarthDanielson,American IPA,4,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1291682957,4,3.5,4,RoyalT,American IPA,3.5,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1291176949,4,2.5,4,youradhere,American IPA,3,2.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1291147074,4.5,4,4.5,JeffBob,American IPA,4.5,4.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1288459315,3.5,3.5,4.5,TCHopCraver,American IPA,4,3.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1287971081,3,3,3,chumba526,American IPA,3.5,3.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1287616948,3.5,3.5,4,BuckyFresh,American IPA,4,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1286943517,4.5,3.5,4,Chelsea1905,American IPA,4,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1290902913,3.5,4,3,StaveHooks,American Amber / Red Ale,3.5,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1285906208,4,4,4,Beerandraiderfan,American IPA,4,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1285369483,3,3,3,RonfromJersey,American IPA,3,3,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1285298831,3.5,3.5,4,Docer,American IPA,3,3.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1284866616,4,4,4,GreenCard,American IPA,4,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1284236920,3.5,3.5,4,Reagan1984,American IPA,4,3.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1283789454,2.5,2,4.5,djmichaelk,American IPA,4.5,3,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1283223460,3.5,3.5,3.5,JohnGalt1,American IPA,4,3.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1282094906,3.5,4,4.5,billshmeinke,American IPA,3.5,3.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1281519201,4,3.5,4.5,rand,American IPA,4.5,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1280643115,3,3.5,3.5,BrewsB4Shrews,American IPA,3,2.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1279673929,4,3.5,4.5,ShogoKawada,American IPA,4,4.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1279326716,3,2,4,ktrillionaire,American IPA,2.5,3,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1278987576,4,3.5,4,Gobzilla,American IPA,3.5,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1278984978,3.5,4,4.5,augustgarage,American IPA,4,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1278869189,4,4,4,jdense,American IPA,3.5,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1277663424,4,4,4,jorg2619,American IPA,4,4,Hopportunity Knocks,6.8,56071
163,Amstel Brouwerij B. V.,1256087221,3.5,3,2.5,tone77,Light Lager,3,2.5,Amstel Light,3.5,436
1075,Caldera Brewing Company,1276824899,4,4,4,brewandbbq,American IPA,4,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1276655452,3.5,3.5,4,SpdKilz,American IPA,4,3.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1275779006,3.5,4,4,Halcyondays,American IPA,3.5,3.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1275021171,4,4,4,ClockworkOrange,American IPA,4,3.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1274540724,3.5,4,4.5,zoso1967,American IPA,4,4,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1271120894,3.5,4,4,ccrida,American IPA,3.5,3.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1270773135,4,3,4.5,vince4953529,American IPA,4,3.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1268330124,3,3.5,4,mpensworth,American IPA,3,3.5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1267513681,4,4,4.5,Spikester,American IPA,4,4,Hopportunity Knocks,6.8,56071
14879,Hoppin' Frog Brewery,1320811507,4,4,4,baconbourbon,Russian Imperial Stout,4.5,4,Barrel Aged B.O.R.I.S. Oatmeal Imperial Stout,9.4,47695
1075,Caldera Brewing Company,1267073262,5,4,4.5,kevinmkirk,American IPA,4,5,Hopportunity Knocks,6.8,56071
1075,Caldera Brewing Company,1212201268,4.5,4.5,4,grumpy,American Double / Imperial Stout,4,4.5,Imperial Stout,,42964
1075,Caldera Brewing Company,1100675578,5,4,4.5,freed,American Strong Ale,4.5,5,Cauldron Brew,7.6,10793
1075,Caldera Brewing Company,1242585931,4,3.5,4,HopDerek,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1237619118,4.5,4.5,3.5,Spikester,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1236796559,4,4,4,djeucalyptus,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1222463257,4,4,4,pjbear05,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1171415361,4,3.5,4,flexabull,American Amber / Red Ale,4,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1112670229,3.5,3.5,4,KoG,American Amber / Red Ale,3.5,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1290659697,4,3,4,Beerandraiderfan,American Amber / Red Ale,4,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1105475593,4,3.5,3.5,Crotor,American Amber / Red Ale,3.5,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1103504824,2.5,2,3,RedDiamond,American Amber / Red Ale,3,2.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1325203961,3.5,3,2.5,Hopswagger,American Amber / Red Ale,3.5,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1321930609,4.5,4,4.5,BrewerB,American Amber / Red Ale,4,4.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1321644594,3.5,4,4,Samp01,American Amber / Red Ale,3.5,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1320882789,4,4,4,tdm168,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1317255653,3,2.5,3,Ryan011235,American Amber / Red Ale,3.5,3,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1315424350,4.5,4.5,4.5,cbarrett4,American Amber / Red Ale,4.5,4.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1315362671,4,3.5,4.5,ReelBigwigFish,American Amber / Red Ale,4.5,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1311634196,3.5,3,3.5,Phelps,American Amber / Red Ale,3.5,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1311501130,3.5,3.5,3.5,rootbeerman,American Amber / Red Ale,4,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1309930169,4,4.5,4,oglmcdgl,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1309322165,4,3.5,4,zeledonia,American Amber / Red Ale,4,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1307054114,3.5,3.5,4,kbutler1,American Amber / Red Ale,4,3,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1306638282,3.5,3.5,4,loren01,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1304496933,3.5,3,3.5,MaltsOfGlory,American Amber / Red Ale,3.5,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1302402558,3.5,3.5,4,sulldaddy,American Amber / Red Ale,4.5,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1298939599,4.5,3,4.5,bagpiper2005,American Amber / Red Ale,3.5,4.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1298334430,4.5,3.5,4,tbraun1,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1298086841,3.5,2,4.5,KomodoDragon,American Amber / Red Ale,4,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1297818763,3,3,4,u2carew,American Amber / Red Ale,3.5,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1297278402,4,4,4,NeroFiddled,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1297077581,4,4,4,Flightoficarus,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1294636662,4.5,4.5,4.5,morenone,American Amber / Red Ale,4.5,4.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1293140509,4,3.5,4.5,oberon,American Amber / Red Ale,3.5,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1292778417,3.5,4,4,lstokes,American Amber / Red Ale,3.5,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1291069813,4.5,3.5,4,Offa,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1284677572,3,3.5,4,biglite351,American Amber / Red Ale,2,3,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1289994936,4,4,4,AEK,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1289878777,4,4,3.5,tchenery,American Amber / Red Ale,3.5,5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1288379634,4.5,4.5,4,maximum12,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1287958974,4,4,4,elgiacomo,American Amber / Red Ale,3.5,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1287252138,3,3,3,Reidrover,American Amber / Red Ale,3,3,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1286064454,4,4,4,Tilley4,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1286035319,1.5,1.5,3,bobhits,American Amber / Red Ale,2,2,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1285541017,4,4,3.5,emmasdad,American Amber / Red Ale,3.5,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1285041452,4.5,3.5,3,brewdlyhooked13,American Amber / Red Ale,4.5,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1285032976,4.5,4,4.5,Jason,American Amber / Red Ale,4.5,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1283788431,3,3,3,htomsirveaux,American Amber / Red Ale,3,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1281635456,4,3.5,4,GarrettMD,American Amber / Red Ale,3.5,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1280859910,4.5,4,3.5,bump8628,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1280119659,4,3.5,4,philbertk,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1278794319,3,4,3.5,ZSimon,American Amber / Red Ale,3.5,2.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1276469893,4,4,4.5,jkrich,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1275573665,4,4,4,Brent,American Amber / Red Ale,4,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1275171065,4,3.5,3.5,tempest,American Amber / Red Ale,4,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1272594505,4.5,4,4,indiapaleale,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1271907396,4,4,4,abrand,American Amber / Red Ale,4,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1271893864,4,3.5,3.5,kiddynamite920,American Amber / Red Ale,4,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1271703926,4,4,4.5,Slatetank,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1271483628,3.5,4,4,obywan59,American Amber / Red Ale,3.5,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1269706889,4,4,4,Mora2000,American Amber / Red Ale,4,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1269322876,3.5,3.5,4,womencantsail,American Amber / Red Ale,3.5,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1268701251,4,3.5,4,seanbhudson,American Amber / Red Ale,4.5,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1268493180,4,3.5,4,barleywinefiend,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1267834574,4.5,3.5,4.5,flexabull,American Amber / Red Ale,4,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1267571128,3,3,3,beertunes,American Amber / Red Ale,3,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1267230915,4.5,4,4,WesWes,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1266966032,4,3.5,4,armock,American Amber / Red Ale,3.5,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1266441484,4,3.5,4.5,fropones,American Amber / Red Ale,4,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1266281870,4,3.5,4,organicbrewer,American Amber / Red Ale,3,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1266250757,4,3.5,4,rfgetz,American Amber / Red Ale,3.5,3.5,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1265775449,2,3.5,4,onix1agr,American Amber / Red Ale,2.5,2,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1262914829,4,4,4,jwc215,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1261972708,4,4,4,vacax,American Amber / Red Ale,4.5,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1258899657,4,4.5,4,woodychandler,American Amber / Red Ale,4,4,Ashland Amber,5.4,10785
1075,Caldera Brewing Company,1258791231,4,3,3.5,JohnGalt1,American Amber / Red Ale,3.5,3.5,Ashland Amber,5.4,10785
